"prior","output"
"@ the balloon","museum"
"@ the smiling","moose"
"@ tranquilpc co","uk"
"@ www myvegaspeople","com"
"[ 2010 ]","ewca"
"[ campus bulletin","]"
"^ h ^","h"
"a $ 1","000"
"a $ 10","000"
"a $ 100","million"
"a $ 2","million"
"a $ 20","000"
"a $ 200","000"
"a $ 25","000"
"a $ 250","000"
"a $ 3","1"
"a $ 30","000"
"a $ 35","million"
"a $ 4","000"
"a $ 40","000"
"a $ 5","000"
"a $ 50","gift"
"a $ 500","million"
"a $ 60","million"
"a $ 65","000"
"a $ 7","500"
"a $ 9","million"
"a $ ap","rocky"
"a & m","university"
"a & w","root"
"a 1 /","2"
"a 1 0","lead"
"a 1 1","draw"
"a 1 color","print"
"a 1 in","4"
"a 1 percent","income"
"a 1 seed","w"
"a 10 %","pay"
"a 10 2","record"
"a 10 card","win"
"a 10 day","contract"
"a 10 minute","drive"
"a 10 to","12"
"a 10 year","old"
"a 10 yr","old"
"a 100 year","old"
"a 12 2","run"
"a 12 slice","pizza"
"a 12 year","old"
"a 13 year","old"
"a 14 year","old"
"a 15 year","old"
"a 16 year","old"
"a 17 year","old"
"a 19 month","old"
"a 19 year","old"
"a 2 0","lead"
"a 2 1","win"
"a 2 for","1"
"a 2 percent","increase"
"a 2 year","old"
"a 20 yard","dumpster"
"a 20 year","old"
"a 2011 12","budget"
"a 21 year","old"
"a 22 year","old"
"a 23 year","old"
"a 24 year","old"
"a 25 year","old"
"a 26 year","old"
"a 27 year","old"
"a 28 7","%"
"a 28 year","old"
"a 29 year","old"
"a 3 0","lead"
"a 3 1","lead"
"a 3 2","vote"
"a 3 30","p"
"a 3 4","defense"
"a 3 5","percent"
"a 3 50","mi"
"a 3 day","weekend"
"a 3 hour","nap"
"a 3 percent","commission"
"a 3 year","old"
"a 30 year","old"
"a 300 year","old"
"a 31 year","old"
"a 33 year","old"
"a 34 year","old"
"a 35 year","old"
"a 36 year","old"
"a 37 year","old"
"a 38 year","old"
"a 39 year","old"
"a 4 0","lead"
"a 4 2","win"
"a 4 3","win"
"a 4 year","old"
"a 40 mile","range"
"a 40 year","old"
"a 42 year","old"
"a 44 year","old"
"a 45 year","old"
"a 47 percent","increase"
"a 47 year","old"
"a 5 4","lead"
"a 5 year","old"
"a 50 /","50"
"a 50 yard","field"
"a 50 year","old"
"a 55 year","old"
"a 56 year","old"
"a 58 year","old"
"a 6 foot","4"
"a 6 hour","flight"
"a 6 year","old"
"a 60 year","old"
"a 61 year","old"
"a 66 percent","pay"
"a 7 year","old"
"a 75 year","old"
"a 78 year","old"
"a 9 0","run"
"a 9 a","m"
"a 9 by","13"
"a 9 inch","springform"
"a 9 year","old"
"a 90 %","chance"
"a 90 minute","drive"
"a awsome account","related"
"a b and","c"
"a baby is","born"
"a bachelor of","science"
"a bachelor s","degree"
"a back up","plan"
"a bad day","today"
"a bad hair","day"
"a bad idea","thanks"
"a badge of","honor"
"a bag of","marijuana"
"a bait and","switch"
"a baking sheet","lined"
"a barrel of","oil"
"a base of","pearls"
"a battery that","lasts"
"a battle with","city"
"a beautiful day","today"
"a beautiful spring","day"
"a bed &","breakfast"
"a bed and","breakfast"
"a bed of","roses"
"a beer or","two"
"a beginner s","guide"
"a better person","since"
"a better than","expected"
"a better work","environment"
"a bid for","power"
"a bid it","s"
"a bid to","get"
"a big bank","account"
"a big happy","birthday"
"a big step","forward"
"a bigger and","better"
"a bill for","$"
"a bird without","wings"
"a bit as","well"
"a bit it","s"
"a bit more","nuanced"
"a bit of","time"
"a bit to","make"
"a bit too","high"
"a bitch i","m"
"a bite to","eat"
"a black and","white"
"a black t","shirt"
"a blast at","last"
"a blend of","1"
"a blender or","food"
"a blessing from","god"
"a blessing in","disguise"
"a bloke who","knows"
"a blow off","tube"
"a boil over","medium"
"a boil reduce","heat"
"a boil then","reduce"
"a bonus of","$"
"a book it","s"
"a book that","s"
"a book to","read"
"a boost to","local"
"a bottle of","wine"
"a bow and","arrow"
"a bowl and","set"
"a bowl of","oatmeal"
"a box it","s"
"a box of","chocolates"
"a boy i","d"
"a brand new","day"
"a break and","get"
"a break from","work"
"a break to","go"
"a breath of","fresh"
"a bright white","smile"
"a broken neck","suffered"
"a brown paper","bag"
"a bucket of","water"
"a bug s","life"
"a bunch of","people"
"a bunny for","easter"
"a burger and","fries"
"a burglary was","reported"
"a busy but","fun"
"a busy day","tomorrow"
"a cab to","get"
"a call me","maybe"
"a call seeking","comment"
"a call to","arms"
"a candidate for","governor"
"a candy floss","machine"
"a cap and","trade"
"a car to","get"
"a card i","made"
"a card or","project"
"a card to","share"
"a career high","27"
"a carlo s","pizza"
"a carton of","eggs"
"a case by","case"
"a case in","point"
"a case of","water"
"a cat and","mouse"
"a category 5","hurricane"
"a cause that","will"
"a certified financial","planner"
"a chance 2","dig"
"a chance at","winning"
"a chance don","t"
"a chance i","just"
"a chance it","s"
"a chance of","winning"
"a chance to","win"
"a change of","heart"
"a charge of","disorderly"
"a check for","$"
"a child is","born"
"a child it","s"
"a child of","god"
"a child s","life"
"a child that","s"
"a children s","book"
"a choice but","falling"
"a choice to","make"
"a chorus line","june"
"a cinco de","mayo"
"a civil rights","complaint"
"a clash of","kings"
"a class action","suit"
"a class lesson","activity"
"a class or","two"
"a cleaner better","stronger"
"a client that","needs"
"a closed circuit","tv"
"a clothing line","right"
"a coach it","s"
"a cold winter","s"
"a collection of","essays"
"a combination of","factors"
"a come to","jesus"
"a commercial real","estate"
"a committed public","servant"
"a common practice","among"
"a company spokesman","said"
"a complete and","total"
"a complete turn","around"
"a completely different","direction"
"a complex challenge","requiring"
"a concert and","meet"
"a conference call","thursday"
"a confession to","make"
"a conflict of","interest"
"a contest to","get"
"a controlled dangerous","substance"
"a conversation with","someone"
"a cool morning","3"
"a copy and","paste"
"a cost of","$"
"a country music","fan"
"a couple days","ago"
"a couple months","ago"
"a couple more","weeks"
"a couple of","weeks"
"a couple weeks","ago"
"a couple years","ago"
"a couple yrs","ago"
"a course of","action"
"a court document","filed"
"a court of","law"
"a criminal background","check"
"a criminal defense","attorney"
"a criminal justice","professor"
"a crust from","forming"
"a cry for","help"
"a culture of","dependency"
"a cup of","coffee"
"a damn good","night"
"a damper on","things"
"a dance with","life"
"a dash of","cinnamon"
"a daughter in","law"
"a day 7","days"
"a day and","now"
"a day i","will"
"a day it","s"
"a day of","rest"
"a day off","tomorrow"
"a day or","two"
"a day to","remember"
"a day without","sunshine"
"a dead baby","bird"
"a decade the","city"
"a december 2009","game"
"a decision to","make"
"a deficit of","$"
"a democrat and","former"
"a democratically elected","congress"
"a denny s","restaurant"
"a department of","defense"
"a desk all","day"
"a different story","altogether"
"a dime a","dozen"
"a dining room","table"
"a dinner in","november"
"a discovery of","witches"
"a division i","school"
"a dm to","austin"
"a doctor s","office"
"a dog s","life"
"a dollar for","every"
"a dollop of","whipped"
"a donor advised","fund"
"a double dip","recession"
"a double edged","sword"
"a dream come","true"
"a dream it","s"
"a dream last","night"
"a dream that","never"
"a dress to","impress"
"a drink and","watch"
"a drink of","water"
"a drink or","dinner"
"a drive by","shooting"
"a driver s","license"
"a drop in","spending"
"a drunken driving","charge"
"a f *","cking"
"a fact of","life"
"a fair and","impartial"
"a fair cross","section"
"a fake account","right"
"a family 4","pack"
"a family emergency","plan"
"a family get","together"
"a family member","s"
"a family of","four"
"a family performance","resonance"
"a fan has","done"
"a fan of","bret"
"a farm in","co"
"a fast food","restaurant"
"a fat quarter","bundle"
"a father and","son"
"a father of","three"
"a favor and","click"
"a feather flock","together"
"a federal appeals","court"
"a federal judge","s"
"a feeling i","ll"
"a felony in","2005"
"a few blocks","away"
"a few days","ago"
"a few feet","away"
"a few hours","later"
"a few hundred","yards"
"a few i","m"
"a few miles","east"
"a few minor","adjustments"
"a few minutes","later"
"a few months","ago"
"a few more","days"
"a few new","things"
"a few of","us"
"a few short","weeks"
"a few steps","away"
"a few times","now"
"a few weeks","ago"
"a few years","ago"
"a fielder s","choice"
"a fifth round","pick"
"a fine of","$"
"a first degree","murder"
"a first name","basis"
"a first round","pick"
"a five hour","police"
"a five year","old"
"a fixed dose","combination"
"a flat screen","tv"
"a flyout and","scored"
"a follow back","please"
"a follow up","post"
"a food processor","process"
"a former new","york"
"a former state","legislator"
"a former u","s"
"a four day","weekend"
"a four year","low"
"a fourth round","pick"
"a free $","50"
"a freedom of","information"
"a friend is","someone"
"a friend of","mine"
"a friend or","two"
"a friend s","house"
"a friend that","s"
"a friend who","s"
"a front row","seat"
"a fuck about","anything"
"a fuck and","stopped"
"a full 360","degrees"
"a full body","workout"
"a full day","trip"
"a full frame","sensor"
"a full length","novel"
"a full moon","ceremony"
"a full or","new"
"a full time","job"
"a funny thing","happened"
"a gallon in","2008"
"a gallon of","regular"
"a game of","thrones"
"a game show","called"
"a game there","s"
"a game time","decision"
"a game w","/"
"a game winning","drive"
"a gangsta rap","song"
"a gentleman s","wardrobe"
"a get rich","quick"
"a gift from","god"
"a gift that","s"
"a gin and","tonic"
"a girl can","never"
"a girl i","m"
"a girl she","s"
"a girl who","s"
"a giving of","right"
"a glass of","wine"
"a glimmer of","hope"
"a gluten free","diet"
"a go at","making"
"a good and","decent"
"a good ass","movie"
"a good book","recommendation"
"a good day","excited"
"a good enough","team"
"a good first","impression"
"a good idea","just"
"a good job","though"
"a good long","time"
"a good mothers","day"
"a good night","s"
"a good old","fashioned"
"a good one","see"
"a good start","rt"
"a good thing","like"
"a good time","talking"
"a good track","record"
"a good way","though"
"a good week","ahead"
"a google +","hangout"
"a government issued","id"
"a grain of","salt"
"a great birthday","gift"
"a great day","today"
"a great dinner","w"
"a great friend","chris"
"a great game","today"
"a great holiday","weekend"
"a great idea","just"
"a great learning","experience"
"a great little","band"
"a great many","people"
"a great mother","s"
"a great new","year"
"a great one","<"
"a great school","thanks"
"a great show","tonight"
"a great therapy","dog"
"a great time","last"
"a great touring","atlanta"
"a great vendor","market"
"a great week","thanks"
"a great weekend","everyone"
"a greatest hits","reel"
"a ground based","station"
"a group of","people"
"a grown man","cry"
"a grown up","version"
"a gun i","d"
"a guy could","ever"
"a guy just","like"
"a guy that","s"
"a guy who","s"
"a hail of","bullets"
"a half a","block"
"a half an","hour"
"a half billion","dollar"
"a half cent","sales"
"a half dozen","state"
"a half hours","later"
"a half million","dollars"
"a half to","two"
"a hall of","famer"
"a hammer and","pliers"
"a handful of","players"
"a happy and","safe"
"a happy birthday","please"
"a happy mothers","day"
"a happy new","year"
"a hard boiled","egg"
"a hard enough","time"
"a hard knock","life"
"a hard time","getting"
"a hard working","actor"
"a head to","head"
"a health care","provider"
"a heart of","gold"
"a heart to","heart"
"a high ankle","sprain"
"a high kill","shelter"
"a high school","student"
"a high speed","pursuit"
"a higher minimum","wage"
"a hightower of","alabama"
"a hint of","color"
"a history of","violence"
"a hit and","run"
"a hobby of","mine"
"a hole in","one"
"a home is","$"
"a hospital security","guard"
"a host of","business"
"a hot button","issue"
"a hot summer","day"
"a hot sunny","day"
"a hot tin","roof"
"a house with","john"
"a hug i","m"
"a huge fan","/"
"a hundred years","ago"
"a hurry to","get"
"a i can","t"
"a i don","t"
"a i was","looking"
"a jack o","lantern"
"a job i","know"
"a job interview","tomorrow"
"a job it","s"
"a job that","requires"
"a job well","done"
"a joke i","m"
"a joy to","watch"
"a kick off","event"
"a kid and","even"
"a kid who","doesn"
"a knot and","hang"
"a labor of","love"
"a lack of","quality"
"a lady think","like"
"a lake county","sheriff"
"a lakers at","denver"
"a larceny was","reported"
"a large bowl","whisk"
"a large frying","pan"
"a large high","sided"
"a large mixing","bowl"
"a larger than","life"
"a last ditch","effort"
"a late consolation","goal"
"a law enforcement","source"
"a law that","allows"
"a layer of","chocolate"
"a leader john","quincy"
"a leading economic","indicator"
"a left wrist","injury"
"a lengthy criminal","record"
"a letter dated","feb"
"a letter of","intent"
"a letter this","week"
"a level of","comfort"
"a liberal arts","education"
"a license to","use"
"a life cut","short"
"a life of","purpose"
"a light blue","color"
"a lil bit","o"
"a line drive","single"
"a link to","one"
"a list of","things"
"a little bit","different"
"a little extra","time"
"a little i","m"
"a little more","time"
"a little of","everything"
"a little old","lady"
"a little research","reveals"
"a little something","special"
"a little thing","like"
"a little too","much"
"a little while","ago"
"a living history","museum"
"a load of","crap"
"a loaf of","bread"
"a long and","lovely"
"a long distance","relationship"
"a long long","time"
"a long night","ahead"
"a long term","solution"
"a long time","ago"
"a long way","since"
"a longer school","day"
"a los angeles","times"
"a loss for","words"
"a loss of","$"
"a lot at","stake"
"a lot better","thank"
"a lot can","happen"
"a lot from","reading"
"a lot has","changed"
"a lot i","ll"
"a lot in","common"
"a lot last","year"
"a lot less","time"
"a lot more","money"
"a lot of","people"
"a lot she","s"
"a lot that","s"
"a lot to","say"
"a love /","hate"
"a low fat","diet"
"a lower tax","rate"
"a m 1","p"
"a m 10","p"
"a m 11","p"
"a m 2","p"
"a m 3","p"
"a m 4","p"
"a m 5","p"
"a m 6","p"
"a m 7","p"
"a m 8","p"
"a m 9","30"
"a m a","z"
"a m and","2"
"a m april","15"
"a m i","m"
"a m it","s"
"a m news","conference"
"a m noon","sat"
"a m on","april"
"a m saturday","april"
"a m sunday","april"
"a m the","first"
"a m to","1"
"a m –","11"
"a major gambling","expansion"
"a major trophy","every"
"a majority of","americans"
"a malcolm x","chick"
"a male character","please"
"a man and","woman"
"a man can","make"
"a man i","m"
"a man of","success"
"a man s","worth"
"a man that","can"
"a man told","police"
"a man who","s"
"a mani /","pedi"
"a market research","firm"
"a martha stewart","punch"
"a massage you","can"
"a master s","degree"
"a match high","10"
"a matter of","time"
"a maximum of","6"
"a maximum security","prison"
"a maze of","death"
"a means for","sites"
"a medal of","honor"
"a medically induced","coma"
"a medium bowl","mix"
"a medium saucepan","bring"
"a meet &","greet"
"a meeting or","conference"
"a member of","congress"
"a member you","can"
"a memorandum of","understanding"
"a memorial service","will"
"a men s","health"
"a mental health","day"
"a mess to","clean"
"a message it","s"
"a message on","facebook"
"a microwave safe","bowl"
"a middle aged","woman"
"a middle seat","block"
"a million years","ago"
"a minimum of","two"
"a minute but","first"
"a minute or","two"
"a mission to","find"
"a moment i","thought"
"a moment in","time"
"a moment of","weakness"
"a moment to","remember"
"a money back","guarantee"
"a month from","now"
"a month on","average"
"a month or","two"
"a month s","worth"
"a month we","re"
"a more active","role"
"a more efficient","way"
"a more fuel","efficient"
"a more regular","basis"
"a mother doesn","t"
"a mother of","two"
"a mother s","day"
"a motion to","dismiss"
"a movie i","m"
"a movie it","s"
"a movie or","cuddling"
"a movie that","s"
"a much easier","time"
"a much more","detailed"
"a much needed","break"
"a multi billion","dollar"
"a musical this","weekend"
"a mutual attraction","don"
"a nap before","heading"
"a national advocacy","group"
"a national average","$"
"a national television","audience"
"a native of","england"
"a nearly 90","second"
"a need to","get"
"a neighborhood watch","volunteer"
"a new cell","phone"
"a new coaching","staff"
"a new congressional","map"
"a new executive","director"
"a new little","girl"
"a new political","era"
"a new profile","pic"
"a new school","year"
"a new server","ready"
"a new state","law"
"a new task","force"
"a new vikings","stadium"
"a new year","s"
"a new york","city"
"a news conference","today"
"a nice mothers","day"
"a nice relaxing","day"
"a nice tall","glass"
"a nigga wit","money"
"a night of","drinking"
"a night or","two"
"a night to","remember"
"a nine year","old"
"a no 8","seed"
"a no holds","barred"
"a no it","s"
"a nobel peace","prize"
"a non profit","organization"
"a not so","great"
"a note to","clients"
"a number of","times"
"a one bedroom","apartment"
"a one hit","wonder"
"a one night","stand"
"a one on","one"
"a one run","lead"
"a one time","thing"
"a one way","ticket"
"a one year","deal"
"a pace of","9"
"a paddle attachment","cream"
"a pair of","jeans"
"a parking lot","near"
"a part of","something"
"a part time","job"
"a pastor you","know"
"a path to","citizenship"
"a pathway to","citizenship"
"a patient s","care"
"a peak of","11"
"a people s","court"
"a period of","time"
"a person doesn","t"
"a person is","always"
"a person s","life"
"a person the","social"
"a person who","loves"
"a person with","knowledge"
"a picture it","s"
"a picture with","santa"
"a pie eating","contest"
"a piece of","paper"
"a pinch of","salt"
"a pitcher s","hand"
"a place i","ve"
"a place of","lack"
"a place to","live"
"a place where","people"
"a plan i","m"
"a plan of","action"
"a plan that","will"
"a plan to","reduce"
"a play in","game"
"a player rolls","“"
"a playoff game","since"
"a pleasure to","meet"
"a plug in","hybrid"
"a point of","view"
"a point over","last"
"a police officer","s"
"a police report","said"
"a political science","professor"
"a pooping i","will"
"a positive attitude","may"
"a positive role","model"
"a post it","note"
"a pot of","tea"
"a power that","comes"
"a pre 2011","best"
"a pre emptive","strike"
"a preheated 350","degree"
"a pretty big","deal"
"a pretty good","day"
"a price of","$"
"a private island","full"
"a private security","firm"
"a problem it","s"
"a process that","will"
"a professional punter","mcmanus"
"a professor of","public"
"a profit of","$"
"a provision that","allows"
"a public private","partnership"
"a purse was","stolen"
"a quarter of","u"
"a quest to","find"
"a question and","answer"
"a question i","ve"
"a question of","whether"
"a quick and","easy"
"a quote from","one"
"a race car","driver"
"a race of","people"
"a racially motivated","murder"
"a range of","topics"
"a rate of","$"
"a real estate","agent"
"a real man","doesn"
"a reality for","us"
"a really bad","case"
"a really comfortable","place"
"a really good","day"
"a really great","time"
"a really nice","guy"
"a really really","good"
"a reason <","3"
"a reason i","don"
"a reason to","believe"
"a recipe for","disaster"
"a record low","near"
"a registered sex","offender"
"a rematch of","last"
"a reminder that","food"
"a repeat of","last"
"a reputation as","someone"
"a request for","comment"
"a result you","can"
"a return on","investment"
"a rich and","creamy"
"a ride good","morning"
"a ride to","work"
"a right or","wrong"
"a right to","work"
"a rite of","passage"
"a role in","achieving"
"a roller coaster","ride"
"a room of","one"
"a round of","golf"
"a row i","m"
"a run scoring","single"
"a s /","o"
"a sad sad","day"
"a safe and","happy"
"a safe deposit","box"
"a safe trip","back"
"a salad for","lunch"
"a salary of","$"
"a sales tax","increase"
"a same sex","marriage"
"a saturday night","see"
"a saturday or","sunday"
"a sawed off","shotgun"
"a scale of","1"
"a sci fi","movie"
"a scoop of","ice"
"a season that","will"
"a seattle tour","bring1dtoseattle"
"a second half","comeback"
"a second hand","store"
"a second i","spent"
"a second place","finish"
"a second round","pick"
"a self described","“"
"a self inflicted","gunshot"
"a senior i","m"
"a senior vice","president"
"a sense of","humor"
"a sentence of","life"
"a sentence that","seems"
"a serie b","game"
"a series for","different"
"a series of","articles"
"a serving of","fruit"
"a seven game","series"
"a seven year","$"
"a seventeen year","old"
"a sewage treatment","plant"
"a sexually transmitted","disease"
"a shame you","re"
"a sheriff s","deputy"
"a shit it","s"
"a short blog","post"
"a short post","today"
"a short time","later"
